iter,best,average
0,3.5130625,36.429543
1,2.0568895,30.95099
2,2.0568895,27.350351
3,2.056878,24.572195
4,2.056878,25.086428
5,0.35029697,25.48908
6,0.35029697,24.7015
7,0.35029697,23.35349
8,0.35029697,21.954136
9,0.35029697,23.608854
10,0.35029697,23.708633
11,0.35029697,23.622263
12,0.35029697,25.671368
13,0.35029697,25.292875
14,0.35029697,22.639551
15,0.35029697,24.993303
16,0.052345276,21.721743
17,0.052345276,21.383432
18,0.052345276,24.77489
19,0.052345276,22.52923
20,0.052345276,22.84583
21,0.052345276,21.95927
22,0.052345276,23.964615
23,0.052345276,20.212986
24,0.052345276,23.765818
25,0.052345276,21.94506
26,0.052345276,25.81344
27,0.052345276,23.125933
28,0.052345276,24.352972
29,0.052345276,25.360598
30,0.052345276,23.227661
31,0.052345276,24.662012
32,0.052345276,25.81446
33,0.052345276,26.548134
34,0.052345276,25.091768
35,0.052345276,21.852436
36,0.052345276,22.895475
37,0.052345276,24.316006
38,0.052345276,22.397738
39,0.052345276,27.486156
40,0.052345276,22.68736
41,0.052345276,22.618366
42,0.052345276,26.197527
43,0.052345276,24.230902
44,0.052345276,19.241087
45,0.052345276,25.244766
46,0.052345276,22.36083
47,0.052345276,22.966124
48,0.052345276,21.76667
49,0.052345276,22.06405
50,0.052345276,22.34243
51,0.052345276,21.352322
52,0.052345276,24.60816
53,0.052345276,20.92524
54,0.052345276,23.237112
55,0.052345276,23.08006
56,0.052345276,23.519339
57,0.052345276,20.067898
58,0.027471542,23.009392
59,0.027471542,22.662132
60,0.027471542,23.201693
61,0.027471542,21.94514
62,0.027471542,22.445652
63,0.027471542,24.785057
64,0.027471542,21.538725
65,0.027471542,22.870762
66,0.012612343,22.710361
67,0.012612343,23.957378
68,0.012612343,24.786089
69,0.012612343,20.866455
70,0.012612343,23.901064
71,0.012612343,23.502592
72,0.012612343,23.809137
73,0.012612343,23.47132
74,0.012612343,26.063927
75,0.012612343,21.846088
76,0.012612343,22.913464
77,0.012612343,22.906404
78,0.012612343,21.760305
79,0.012612343,21.269043
80,0.012612343,23.450449
81,0.012612343,23.193531
82,0.012612343,21.943838
83,0.012612343,23.286598
84,0.012612343,25.04417
85,0.012612343,22.484364
86,0.012612343,23.253149
87,0.012612343,24.069496
88,0.012612343,19.59381
89,0.012612343,23.728521
90,0.012612343,22.235153
91,0.012612343,23.136408
92,0.012612343,21.115803
93,0.012612343,24.007942
94,0.012612343,21.992771
95,0.012612343,23.72809
96,0.012612343,20.984539
97,0.012612343,22.961136
98,0.012612343,21.659487
99,0.012612343,25.720041
100,0.0049743652,21.573153
101,0.0049743652,21.283169
102,0.0049743652,25.791193
103,0.0049743652,20.338316
104,0.0049743652,23.719711
105,0.0049743652,23.887651
106,0.0049743652,23.888832
107,0.0049743652,19.86941
108,0.0049743652,22.059647
109,0.0049743652,19.355976
110,0.0049743652,25.020317
111,0.003396988,21.091455
112,0.003396988,22.773195
113,0.003396988,21.5431
114,0.003396988,24.41149
115,0.003396988,22.019625
116,0.003396988,21.937874
117,0.003396988,22.243359
118,0.003396988,22.059551
119,0.003396988,24.592657
120,0.003396988,23.208946
121,0.002199173,22.056002
122,0.002199173,19.387297
123,0.002199173,22.403633
124,0.002199173,22.0751
125,0.002199173,20.90713
126,9.975433E-4,24.025164
127,9.975433E-4,19.951675
128,9.975433E-4,22.85427
129,9.975433E-4,23.355349
130,9.975433E-4,22.069056
131,9.975433E-4,22.14486
132,4.4822693E-5,22.430254
133,4.4822693E-5,21.785261
134,4.4822693E-5,24.345383
135,4.4822693E-5,19.222744
136,4.4822693E-5,21.922243
137,4.4822693E-5,21.445423
138,4.4822693E-5,20.656197
139,4.4822693E-5,23.454107
140,4.4822693E-5,22.760967
141,4.4822693E-5,21.512384
142,4.4822693E-5,23.987839
143,4.4822693E-5,19.774376
144,4.4822693E-5,23.126196
145,4.4822693E-5,21.14688
146,4.4822693E-5,22.424692
147,4.4822693E-5,24.138931
148,4.4822693E-5,20.522219
149,4.4822693E-5,21.781883
